post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:total_sales,meta:_global_unique_id,tax:product_brand,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,tax:pos_product_visibility,attribute:Size,attribute_data:Size,attribute:lemon,attribute_data:lemon
"FLUKICIDE 12,5% ORAL 1 L BY SANBE - Atasi Cacingan Hewan Ternak Sapi, Kuda, Kambing, Kerbau.",flukicide-125-oral-1-l-by-sanbe-atasi-cacingan-hewan-ternak-sapi-kuda-kambing-kerbau,,304,"<strong>FLUKICIDE ORAL 12,5% 1 LITER</strong>

FLUKICIDE 12,5% merupakan antelmintik spektrum luas dan efektif terhadap telur maupun larva cacing gilig, cacing hati serta cacing pita

<strong>DOSIS &amp; CARA PEMAKAIAN :</strong>

Cacing gilig (nematoda) &amp; Cacing pita (cestoda)
<ul>
 	<li>Sapi : 6 ml/100 kg Berat Badan ( Diminumkan/Dicekok )</li>
 	<li>Kuda : 4 ml/100 kg Berat Badan ( Diminumkan/Dicekok )</li>
 	<li>Kambing/Domba : 2 ml/50 kg Berat Badan ( Diminumkan/Dicekok )</li>
 	<li>Unggas : 1 liter untuk 8.000-16.000 ekor ( berat badan @1,5 kg )</li>
</ul>
CACING HATI (TREMATODA)
<ul>
 	<li>Sapi : 8 ml/100 kg Berat Badan ( Diminumkan/Dicekok )</li>
 	<li>Kambing/Domba : 3 ml/50 kg Berat Badan ( Diminumkan/Dicekok )</li>
</ul>
<strong>Pengobatan Diulang 3-4 Bulan Kemudian.</strong>",,Published,,0,"2026-07-02 17:26:50",1,open,TTS00149,,,no,no,,471000,,1000,14,20,8,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Flukicide-Oral-125-1-Liter-_-Sanbe.png ! alt :  ! title : Flukicide-Oral-125-1-Liter-_-Sanbe.png ! desc :  ! caption : ",,http://localhost:8000/product/flukicide-125-oral-1-l-by-sanbe-atasi-cacingan-hewan-ternak-sapi-kuda-kambing-kerbau/,0,,,simple,,"Obat Ternak",,,,,,,
"MINERAL FEED SUPPLEMENT AYAM BY MEDION 1 KG - Untuk Ayam Petelur, Pedaging, DLL.",mineral-feed-supplement-ayam-by-medion-1-kg-untuk-ayam-petelur-pedaging-dll,,305,"<strong>MINERAL FEED SUPPLEMENT A (ayam) + itik</strong>

<strong>INDIKASI</strong>
<ul>
 	<li>Memperbaiki produksi telur dan meningkatkan mutu telur</li>
 	<li>Membantu pertumbuhan, terutama pertumbuhan tulang dan bulu yang normal</li>
 	<li>Mempertinggi daya tetas telur</li>
 	<li>Mencegah dan menyembuhkan penyakit karena kekurangan mineral seperti: lumpuh, kaki bengkok (perosis), kurang darah (anemia) dan lain-lain</li>
</ul>
<strong>ATURAN PAKAI</strong>

1 kg tiap 50 kg ransum, aduk sampai rata

<strong>PERHATIAN</strong>

Simpan di tempat yang kering dan tertutup rapat, terhindar dari sinar matahari langsung

<strong>Obat hanya untuk hewan!</strong>",,Published,,0,"2026-07-02 17:26:50",1,open,TTS00150,,,no,no,,10000,,1000,10,22,11,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Mineral-Ayam-1kg-_-Medion.png ! alt :  ! title : Mineral-Ayam-1kg-_-Medion.png ! desc :  ! caption : ",,http://localhost:8000/product/mineral-feed-supplement-ayam-by-medion-1-kg-untuk-ayam-petelur-pedaging-dll/,0,,,simple,,"Premix Unggas|Vitamin & Suplemen Ternak & Unggas",,,,,,,
"MINERAL FEED SUPPLEMENT AYAM 20 KG (1 ZAK) BY MEDION - Untuk Ayam Unggas Petelur Dan Pedaging",mineral-feed-supplement-ayam-20-kg-1-zak-by-medion-untuk-ayam-unggas-petelur-dan-pedaging,,306,"<strong>MINERAL FEED SUPPLEMENT A(ayam) + itik</strong>

<strong>INDIKASI</strong>
<ul>
 	<li>Memperbaiki produksi telur dan meningkatkan mutu telur</li>
 	<li>Membantu pertumbuhan, terutama pertumbuhan tulang dan bulu yang normal</li>
 	<li>Mempertinggi daya tetas telur</li>
 	<li>Mencegah dan menyembuhkan penyakit karena kekurangan mineral seperti: lumpuh, kaki bengkok (perosis), kurang darah (anemia) dan lain-lain</li>
</ul>
<strong>ATURAN PAKAI</strong>

1 kg tiap 50 kg ransum, aduk sampai rata

<strong>ISI</strong>

25 KG",,Published,,0,"2026-07-02 17:26:50",1,open,TTS00150X25,,,no,no,,228000,,1000,10,22,11,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Mineral-Ayam-20kg-_-Medion.png ! alt :  ! title : Mineral-Ayam-20kg-_-Medion.png ! desc :  ! caption : ",,http://localhost:8000/product/mineral-feed-supplement-ayam-20-kg-1-zak-by-medion-untuk-ayam-unggas-petelur-dan-pedaging/,0,,,simple,,"Premix Unggas|Vitamin & Suplemen Ternak & Unggas",,,,,,,
"ROXINE 100 ML - Mencegah infeksi Ternak Untuk Ayam, Sapi, Kambing, Domba, Kucing, Anjing, DLL.",roxine-100-ml-mencegah-infeksi-ternak-untuk-ayam-sapi-kambing-domba-kucing-anjing-dll,,307,"<strong>ROXINE 100 ML</strong>

<strong>DOSIS &amp; CARA PEMAKAIAN :</strong>
<ul>
 	<li>Sapi/Kerbau : 5 ml / 200 kgBB (Injeksi Intramuskular / Subcutan)</li>
 	<li>Domba/Kambing : 0,75 ml / 30 kgBB (Injeksi Intramuskular / Subcutan)</li>
 	<li>Babi : 1,25 ml / 50 kgBB (Injeksi Intramuskular)</li>
 	<li>Anjing/Kucing : 0,1 ml / 4 kgBB (Injeksi Intramuskular)</li>
 	<li>Unggas : 0,1 ml / 1 kgBB (Injeksi Intramuskular)</li>
 	<li>Diberikan selama 3-5 hari berturut-turut</li>
 	<li>Dosis umum : 1 ml / 40 kgBB</li>
 	<li>Pada kasus Salmonellosis : 1 ml / 20 kgBB</li>
</ul>
<strong>KEMASAN :</strong>

100 ml",,Published,,0,"2026-07-02 17:26:51",1,open,TTS00152,,,no,no,,93151,,250,6,12,6,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Roxine-Inj-100-ml-_-Sanbe.png ! alt :  ! title : Roxine-Inj-100-ml-_-Sanbe.png ! desc :  ! caption : ",,http://localhost:8000/product/roxine-100-ml-mencegah-infeksi-ternak-untuk-ayam-sapi-kambing-domba-kucing-anjing-dll/,0,,,simple,,"Obat Ternak",,,,,,,
"ECER FLUKICIDE BY SANBE 1 BOLUS - Mencegah Cacingan Untuk Hewan Ternak.",ecer-flukicide-by-sanbe-1-bolus-mencegah-cacingan-untuk-hewan-ternak,,314,"<strong>FLUKICIDE BOLUS</strong>

Harga di atas adalah harga 1 bolus

Flukicide Bolus diindikasikan untuk memberantas infestasi cacing pada sapi, domba, kambing, kuda dan ternak besar lainnya.

<strong>DOSIS &amp; CARA PEMAKAIAN :</strong>

Diberikan secara oral, dosis terlampir pada kemasan

<strong>PERHATIAN :</strong>
<ul>
 	<li>Jangan diberikan selama 45 hari pertama kebuntingan pada sapi dan 30 hari pertama kebuntingan pada domba atau kambing.</li>
 	<li>Pemotongan hewan dapat dilakukan 14 hari pada sapi dan 10 hari pada domba, setelah pemberian obat dihentikan.</li>
</ul>
<strong>ISI :</strong> 1 bolus",,Published,,0,"2026-07-02 17:27:25",1,open,TTS00153,,,no,no,,13000,,100,3,7,2,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Flukicide-Harga-Ecer-1-Bolus-_-Sanbe.png ! alt :  ! title : Flukicide-Harga-Ecer-1-Bolus-_-Sanbe.png ! desc :  ! caption : ",,http://localhost:8000/product/ecer-flukicide-by-sanbe-1-bolus-mencegah-cacingan-untuk-hewan-ternak/,0,,,simple,,"Obat Ternak",,,,,,,
"MINERAL BLOK HIMALAYA KRP 500 GRAM - Mineral Blok Domba, Sapi, Kuda, Kelinci, DLL.",mineral-blok-himalaya-krp-500-gram-mineral-blok-domba-sapi-kuda-kelinci-dll,,315,"<strong>MINERAL BLOK HIMALAYA KRP 500 GRAM</strong>

Mineral Blok Himalaya (Warna Pink Muda) (Tanpa Pewarna) (Warnanya Alami dari Garam Himalaya) untuk ternak Kambing, Domba, Sapi, Kerbau, Rusa, Kuda, Kelinci.

Mineral Blok Himalaya mengandung 84 element Mineral Alami (Mn, Se, Co, i, Na, Cl, F, Fe, Mg, Zn, S, K, Ca, P, dan lain lainnya) dan juga kami tambahkan Vitamin khusus ternak yang cocok untuk ternak para Sedulur.

<strong>Fungsi Mineral Blok Himalaya</strong>
<ul>
 	<li>Untuk mengatasi kekurangan Mineral pada hewan, meningkatkan produksi susu</li>
 	<li>Meningkatkan ratio pakan, mengurangi stress pada ternak</li>
 	<li>Membantu pertumbuhan ternak, Meningkatkan PH pada Rumen</li>
 	<li>Meningkatkan daya tahan tubuh</li>
 	<li>Meningkatkan metabolisme badan ternak, dll.</li>
</ul>
Mineral Blok Himalaya berat sebelum packing kisaran 450gram-550gram (membeli artinya setuju, maaf tidak menerima komplaint).

Mineral Blok Himalaya menggunakan Garam Himalaya Food Grade yang dijamin Aman untuk Semua jenis hewan dan semua kondisi serta Aman untuk semua usia ternak Anda.",,Published,,0,"2026-07-02 17:27:26",1,open,TTS00154,,,no,no,,14500,,500,10,10,5,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Mineral-Blok-Himalaya-KRP-500-Gram.png ! alt :  ! title : Mineral-Blok-Himalaya-KRP-500-Gram.png ! desc :  ! caption : ",,http://localhost:8000/product/mineral-blok-himalaya-krp-500-gram-mineral-blok-domba-sapi-kuda-kelinci-dll/,0,,,simple,,"Mineral Blok",,,,,,,
"KAPORIT TABLET 1 KG - TC.CA 90% Tablet Besar, Menjernihkan Air Untuk Kolam Dll.",kaporit-tablet-1-kg-tc-ca-90-tablet-besar-menjernihkan-air-untuk-kolam-dll,,316,"<strong>Kaporit Tablet</strong>

<strong>Fungsi :</strong>
<ul>
 	<li>Menjernihkan air</li>
 	<li>Membunuh kuman dan bakteri dalam air</li>
 	<li>Cocok untuk kolam renang, penampungan air, limbah</li>
</ul>
<strong>Dosis yg disarankan untuk kolam renang :</strong>

1 Tablet ( 200 gr) untuk 10 m3",,Published,,0,"2026-07-02 17:27:26",1,open,TTS00155,,,no,no,,40000,,1000,9,14,9,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Kaporit-Tablet-Besar-1-Kg.png ! alt :  ! title : Kaporit-Tablet-Besar-1-Kg.png ! desc :  ! caption : ",,http://localhost:8000/product/kaporit-tablet-1-kg-tc-ca-90-tablet-besar-menjernihkan-air-untuk-kolam-dll/,0,,,simple,,"Desinfektan & Antiseptik",,,,,,,
"KAPORIT TABLET 1 DRUM BERAT 50 KG - Menjernihkan Air Kolam.",kaporit-tablet-1-drum-berat-50-kg-menjernihkan-air-kolam,,317,"<strong>Kaporit Tablet</strong>

<strong>Fungsi :</strong>
<ul>
 	<li>Menjernihkan air</li>
 	<li>Membunuh kuman dan bakteri dalam air</li>
 	<li>Cocok untuk kolam renang, penampungan air, limbah</li>
</ul>
<strong>Dosis yg disarankan untuk kolam renang :</strong>

1 Tablet ( 200 gr) untuk 10 m3",,Published,,0,"2026-07-02 17:27:26",1,open,TTS00155X50,,,no,no,,1977000,,50000,31,35,58,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Kaporit-Tablet-Besar-50-Kg.png ! alt :  ! title : Kaporit-Tablet-Besar-50-Kg.png ! desc :  ! caption : ",,http://localhost:8000/product/kaporit-tablet-1-drum-berat-50-kg-menjernihkan-air-kolam/,0,,,simple,,"Desinfektan & Antiseptik",,,,,,,
"AGITA 1 WP 100 GRAM - Racun Lalat Hijau Dan Lalat Rumahan Di Rumah, Hotel, Restoran, Peternakan, Dll",agita-1-wp-100-gram-racun-lalat-hijau-dan-lalat-rumahan-di-rumah-hotel-restoran-peternakan-dll,,318,"<strong>AGITA 1 WP</strong>

Adalah racun berupa butiran granul yang bisa digunakan dalam program integrated pest kontrol, dapat tahan lebih lama dan lingkungan tetap bersih

<strong>Cara pemakaian:</strong>
<ul>
 	<li>Ditabur dalam nampan, plastik kemudian diletakan ditempat tempat yang banyak dihinggapi lalat</li>
 	<li>Dicampur air sampai mengental lalu oleskan ditempat lalat</li>
 	<li>Campurkan dengan makanan yang disukai lalat kentalkan selanjutkan oleskan kepermukaan yang sering dikerumuni</li>
</ul>
<strong>Memeliki beberapa keunggulan dalam membunuh lalat:</strong>
<ul>
 	<li>Mengandung zat pemahit yang mencegah untuk termakan secara tidak sengaja.</li>
 	<li>Bekerja dengan daya bunuh yang cepat terhadap lalat (knock down tinggi)</li>
 	<li>Toksisitas sangat rendah, sehingga tidak ada efek samping yang merugikan.</li>
 	<li>Berdaya tahan lama efektif 5-8 minggu</li>
</ul>
Perbedaan Agita 1 wp dengan agita 10wg adalah di zat aktifnya.

Pemakaian campur sedikit air dan taruh ditempat yang banyak lalat",,Published,,0,"2026-07-02 17:27:27",1,open,TTS00156,,,no,no,,39900,,100,5,5,10,,,outofstock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Agita-1-Wp-100-Gram.png ! alt :  ! title : Agita-1-Wp-100-Gram.png ! desc :  ! caption : ",,http://localhost:8000/product/agita-1-wp-100-gram-racun-lalat-hijau-dan-lalat-rumahan-di-rumah-hotel-restoran-peternakan-dll/,0,,,simple,outofstock,"Obat Lalat dan Kutu Ternak",,,,,,,
"INTERFLOX ORAL 100 ML - Menyembuhkan Flu, Diare Untuk Hewan Ternak, Unggas Dan Peliharaan.",interflox-oral-100-ml-menyembuhkan-flu-diare-untuk-hewan-ternak-unggas-dan-peliharaan,,319,"<strong>INTERFLOX ORAL</strong>

Mengobati Infeksi Saluran Pernafasan dan Pencernaan Hewan

Enro dalam Interflox termasuk quinolon generasi terakhir, bersifat bakterisidal, bekerja langsung pada inti sel bakteri, dengan cara menghambat kerja enzym DNA-gyrase yang berakhir dengan kematian bakteri.

Sangat efektif membunuh Mycoplasma spp., bakteri gram negatif E. coli, Haemophilus, Pasteurella, Salmonella dan Campylobacter spp. pada sapi, kambing, babi, ayam, kelinci dan hewan lainnya

<strong>KOMPOSISI</strong>

Tiap ml Interflox Oral mengandung : 100 mg Enro

<strong>INDIKASI</strong>

Pengobatan infeksi saluran pencernaan, pernafasan dan perkencingan yang disebabkan oleh Mycoplasma, bakteri E. coli, Haemophilus, Pasteurella, Salmonella dan Campylobacter spp.

<strong>DOSIS &amp; CARA PEMAKAIAN</strong>
<ul>
 	<li>Sapi : 10 ml per 100 kg BB (dua kali sehari)</li>
 	<li>Kambing Domba : 1 ml per 1 liter air</li>
 	<li>Babi : 1 ml per 1 liter air</li>
 	<li>Ayam : 1 ml per 1-2 liter air</li>
 	<li>Anjing, kucing, Kelinci : 1 ml Campur 500 ml air minum</li>
</ul>
Pemakaian selama 3 - 5 hari berturut-turut.

<strong>Kemasan</strong>

Vial 100 ml",,Published,,0,"2026-07-02 17:27:28",1,open,TTS00163,,,no,no,,48000,,250,6,13,5,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Interflox-Oral-100-ml.png ! alt :  ! title : Interflox-Oral-100-ml.png ! desc :  ! caption : ",,http://localhost:8000/product/interflox-oral-100-ml-menyembuhkan-flu-diare-untuk-hewan-ternak-unggas-dan-peliharaan/,0,,,simple,,"Obat Ternak",,,,,,,
"CIL SALEP 18 GRAM BY MEDION - Salep Cacar, Infeksi Luka, Sorehock Untuk Kelinci, Kucing, Ayam.",cil-salep-18-gram-by-medion-salep-cacar-infeksi-luka-sorehock-untuk-kelinci-kucing-ayam,,324,"<strong>CIL 18 GRAM</strong>

Obat salep oles untuk cacar, infeksi dan luka.

<strong>lNDlKASl :</strong>

+ Antiseptik, mengobati cacar, infeksi dan luka

<strong>ATURAN PAKAI dan DOSIS :</strong>

Oleskan pada bagian yang luka

<strong>PERHATIAN :</strong>

+ Simpan obat di tempat yang kering dan tertutup rapat, terhindar dari sinar matahari langsung

+ Obat hanya untuk hewan

<strong>KEMASAN :</strong> 18 Gram",,Published,,0,"2026-07-02 17:27:53",1,open,TTS00167,,,no,no,,8250,,25,4,12,5,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Cil-Salep-18-Gram-Medion.png ! alt :  ! title : Cil-Salep-18-Gram-Medion.png ! desc :  ! caption : ",,http://localhost:8000/product/cil-salep-18-gram-by-medion-salep-cacar-infeksi-luka-sorehock-untuk-kelinci-kucing-ayam/,0,,,simple,,"Desinfektan & Antiseptik",,,,,,,
"NECK TAG 1 PCS - Kalung Penanda Untuk Hewan Ternak Kambing, Domba, Sapi, Dll.",neck-tag-1-pcs-kalung-penanda-untuk-hewan-ternak-kambing-domba-sapi-dll,,325,"<strong>Neck Tag Kalung Ternak</strong>

Harga untuk 1 pcs

Minimal order 3 pcs ya kakak :D, pembelian di bawah itu tidak akan kami proses. Terima Kasih

<strong>Ukuran :</strong> 8 x 6 cm

<strong>Diameter lubang :</strong> 2,5 cm

Neck Tag merupakan kalung ternak untuk identifikasi hewan ternak, cukup ditulis dengan spidol permanent papan tulis, tidak perlu menggunakan spidol khusus, terbuat dari bahan yang berkualitas, tidak mudah rusak dan tahan terhadap cuaca.

<strong>Selamat Belanja!</strong>",,Published,,0,"2026-07-02 17:27:53",1,open,TTS00168,,,no,no,,3500,,30,1,4,2,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Neck-Tag-1-pcs.png ! alt :  ! title : Neck-Tag-1-pcs.png ! desc :  ! caption : ",,http://localhost:8000/product/neck-tag-1-pcs-kalung-penanda-untuk-hewan-ternak-kambing-domba-sapi-dll/,0,,,simple,,"Perlengakapan Ternak",,,,,,,
"FLUDOXIN 125 ML - Atasi Flu, Batuk, Pilek Untuk Sapi, Kuda, Kambing, Dan Hewan Ternak Lainnya.",fludoxin-125-ml-atasi-flu-batuk-pilek-untuk-sapi-kuda-kambing-dan-hewan-ternak-lainnya,,326,"<strong>FLUDOXIN 125 ML</strong>

Fludoxin 125 ML Untuk flu, batuk, pilek, yang diformulasikan khusus untuk sapi, kerbau, kuda, kambing, domba, babi, yang sudah teruji dan terbukti efektivitasnya.

<strong>Indikasi :</strong>
<ul>
 	<li>Meredakan Flu, Batuk, Pilek</li>
 	<li>Meningkatkan daya tahan tubuh</li>
 	<li>Menambah energi spontan</li>
</ul>
<strong>Dosis dan aturan pakai:</strong>
<ul>
 	<li>Sapi dewasa: 1- 2 botol</li>
 	<li>Anakan sapi: 1/2 - 1 botol</li>
 	<li>Kambing dewasa: 1/2 botol</li>
 	<li>Anakan kambing: 1/4 botol</li>
</ul>
Diberikan selama 3-5 hari berturut-turut dalam sehari cukup 1 kali minum. Suapkan secara langsung

<strong>BERAT</strong>

125 ML",,Published,,0,"2026-07-02 17:27:54",1,open,TTS00169,,,no,no,,25000,,300,6,13,6,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Fludoxin-125-ml.png ! alt :  ! title : Fludoxin-125-ml.png ! desc :  ! caption : ",,http://localhost:8000/product/fludoxin-125-ml-atasi-flu-batuk-pilek-untuk-sapi-kuda-kambing-dan-hewan-ternak-lainnya/,0,,,simple,,"Obat Ternak",,,,,,,
"JARUM HEWAN 1 PCS UK 16 G X 30 - Jarum Suntik Hewan Sapi, Kerbau Dll.",jarum-hewan-1-pcs-uk-16-g-x-30-jarum-suntik-hewan-sapi-kerbau-dll,,327,"<strong>JARUM HEWAN 1 PCS 16G X 30</strong>

<strong>Jarum / Needle Hewan</strong>

Merk KRUUSE adalah Perusahaan International specialis animal care dengan jalur distribusi 100 negara.

Produk sangat berkualitas tinggi dengan akurasi dan material terbaik dikelasnya.",,Published,,0,"2026-07-02 17:27:54",1,open,TTS00170,,,no,no,,7000,,100,3,7,2,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Jarum-Hewan-1-Pcs-16g-X-30.png ! alt :  ! title : Jarum-Hewan-1-Pcs-16g-X-30.png ! desc :  ! caption : ",,http://localhost:8000/product/jarum-hewan-1-pcs-uk-16-g-x-30-jarum-suntik-hewan-sapi-kerbau-dll/,0,,,simple,,"Perlengakapan Ternak",,,,,,,
"MASTER BLOCK 500 GRAM - Mineral Block Spesial Untuk Ternak Kambing, Domba, Sapi, Dll.",master-block-500-gram-mineral-block-spesial-untuk-ternak-kambing-domba-sapi-dll,,333,"<strong>Master block</strong> spesial susu netto 500 gram untuk ternak sapi kambing dan domba

Master Blok Susu merupakan premix yang berbentuk blok yang terdiri dari berbagai mikro nutrisi penting untuk memaksimalkan produktivitas Ternak

<strong>Manfaat dari Master Blok Susu</strong>

1. Meningkatkan Nafsu Makan Ternak

2. Meningkatkan Fertilitas dan Pencegahan gangguan Reproduksi

3. Meningkatkan Produksi Susu

4. Meningkatkan Daya Tahan Tubuh

5. Mencegah Kelumpuhan

<strong>Dapatkan Master Block Susu sekarang juga!</strong>",,Published,,0,"2026-07-02 17:28:26",1,open,TTS00173,,,no,no,,13500,,650,10,10,5,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Master-Block-500-Gram.png ! alt :  ! title : Master-Block-500-Gram.png ! desc :  ! caption : ",,http://localhost:8000/product/master-block-500-gram-mineral-block-spesial-untuk-ternak-kambing-domba-sapi-dll/,0,,,simple,,"Mineral Blok",,,,,,,
"ENZAPROST 10 ML HORMON PGF2a - Sinkronisasi Pengobatan Dll Untuk Ternak.",enzaprost-10-ml-hormon-pgf2a-sinkronisasi-pengobatan-dll-untuk-ternak,,334,"<strong>KOMPOSISI</strong>
<ul>
 	<li>Dinoprost ...5 mg</li>
 	<li>Bahan tambahan...1 ml</li>
</ul>
<strong>INDIKASI</strong>

Enzaprost T diindikasikan untuk efek luteolitik pada sapi dan babi.

<strong>Indikasi untuk digunakan pada:</strong>

<strong>Sapi:</strong> sapi betina dan dara

<strong>Efek luteolitik Enzaprost T untuk keperluan teraputik adalah sebagai berikut:</strong>
<ul>
 	<li>Sinkronisasi estrus.</li>
 	<li>Pengobatan sub estrus atau birahi semu, pada sapi yang memiliki korpus Iuteum fungsional, tapi tidak menunjukkan gejala birahi.</li>
 	<li>Induksi aborsi hingga umur kebuntingan 120 hari.</li>
 	<li>Induksi kelahiran</li>
 	<li>Membantu pengobatan metritis kronis atau pyometra di mana terjadi korpus luteum fungsional atau persisten.</li>
</ul>
<strong>Babi:</strong> babi dan babi dara

Induksi kelahiran dari umur kebuntingan 111 hari.

<strong>Penggunaan post partus: mengurangi lama waktu interval penyapihan ke birahi</strong>
<ol>
 	<li>(WOl) dan lama waktu interval penyapihan ke masa Subur (VVFS) pada babi dengan masalah pasca melahirkan seperti pemberian dinoprost 25 mg, yaitu 5 ml Enzaprost per hewan, diulang, jika perlu setelah 11 (10-12) hari. Hewan dterapi selama diestrus biasanya akan kembali estrus dan ovulasi dalam waktu 2 - 4 hari setelah diterapi Hewan yang diterapi dengan Enzaprost"" dapat kawin secara alami, inseminasi buatan dengan deteksi estrus atau waktu yang tepat untuk inseminasi (72 dan 96 jam setelah injeksi kedua yang biasa direkomendasiIkan).</li>
 	<li>Terapi sub estrus atau birahi semu pada sapi yang mempunyai korpus luteum fungsional, tetapi tidak menunjukkan gejala birahi. Pemberan dinoprost 25 mg, yaitu 5 ml Enzaprost per hewan diulang, jika perlu setelah (10-12) hari.</li>
 	<li>Induksi aborsi hingga umur kebuntingan 120 hari. Pemberian dinoprost 25 mg, yaitu 5 ml Enzaprost per hewan. Enzaprost T dapat digunakan untuk mengakhiri kebuntingan pada sapi hingga umur 120 hari kebuntingan melalui efek luteolitiknya.</li>
 	<li>Induksi kelahiran. Pemberian dinoprost 25 mg, yaitu 5 ml Enzaprost"" T per hewan pada atau setelah umur kebuntingan 270 hari. Interval dari pemberian hingga melahirkan 1 hingga 8 hari (rata-rata 3 hari)</li>
 	<li>Untuk membantu terapi metritis kronis atau pyometra di mana terjadi korpus luteum fungsional atau persisten. Pemberian dinoprost 25 mg, yaitu 5 ml Enzaprost T per hewan, diulang jika perlu setelah (10-12) hari.</li>
</ol>",,Published,,0,"2026-07-02 17:28:26",1,open,TTS00174,,,no,no,,206000,,200,3,3,5,,,outofstock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Enzaprost-10-ml-_-Ceva.png ! alt :  ! title : Enzaprost-10-ml-_-Ceva.png ! desc :  ! caption : ",,http://localhost:8000/product/enzaprost-10-ml-hormon-pgf2a-sinkronisasi-pengobatan-dll-untuk-ternak/,0,,,simple,outofstock,"Hormon Ternak",,,,,,,
"KIT MILK 250 GRAM - Susu Kucing Dan Segala Hewan Peliharaan Untuk Segala Umur.",kit-milk-250-gram-susu-kucing-dan-segala-hewan-peliharaan-untuk-segala-umur,,335,"<strong>KITMILK 250 GRAM</strong>

FORMULA UNTUK KUCING DAN ANJING

<strong>INDIKASI:</strong>
<ul>
 	<li>Menambah berat badan</li>
 	<li>Membantu meningkatkan daya tahan tubuh</li>
 	<li>Menambah nafsu makan</li>
 	<li>Pemulihan dan pemeliharaan kesehatan</li>
 	<li>Mencegah stress</li>
</ul>
<strong>Baik digunakan:</strong>
<ul>
 	<li>Untuk hewan disegala usia ( terutama baru lahir )</li>
 	<li>Untuk pemeliharaan dan stamina</li>
</ul>
Kemasan 250 gr",,Published,,0,"2026-07-02 17:28:27",1,open,TTS00175,,,no,no,,12500,,250,7,18,6,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Kit-Milk-250-Gram.png ! alt :  ! title : Kit-Milk-250-Gram.png ! desc :  ! caption : ",,http://localhost:8000/product/kit-milk-250-gram-susu-kucing-dan-segala-hewan-peliharaan-untuk-segala-umur/,0,,,simple,,"Susu Anabul",,,,,,,
